_id,headline,web_url,pub_date,lead_paragraph
5c88629140d36ff070b5b539,An Overdose of Donald Trump at the G.O.P. Debate,https://www.nytimes.com/2015/09/17/opinion/an-overdose-of-donald-trump-republican-gop-debate.html,2015/09/17,It was a debate that worked almost in spite of itself.
5c8875b340d36ff070b969b0,What Travelers Need to Know About Measles,https://www.nytimes.com/2015/02/03/travel/what-travelers-need-to-know-about-measles.html,2015/02/03,
5c883f2d40d36ff070ae3e78,Measles: Perilous but Preventable,https://well.blogs.nytimes.com/2015/02/02/measles-perilous-but-preventable/,2015/02/02,"Measles has been spreading in the United States at a rate that worries health officials, with 102 cases so far this year in at least 14 states."
5c88610c40d36ff070b570d4,Sick Child’s Father Seeks Vaccination Requirement in California,https://www.nytimes.com/2015/01/29/us/father-of-boy-with-leukemia-asks-california-school-officials-to-bar-unvaccinated-students.html,2015/01/28,"In the latest salvo in the vaccination wars that have shaken California since a measles outbreak originated at Disneyland last month, the father of a 6-year-old boy with leukemia has asked the superintendent of his Marin County school district to keep unvaccinated children out of school."
5c883f1440d36ff070ae3a0c,"When Measles Spreads From Disneyland, It’s a Small World After All",https://parenting.blogs.nytimes.com/2015/01/21/when-measles-spreads-from-disneyland-its-a-small-world-after-all/,2015/01/21,"The latest measles outbreak, which began at Disneyland in California between Dec. 17 and 20, is spreading. The seven confirmed cases first reported less than two weeks ago have quickly multiplied to 54 confirmed cases as of this writing. This includes two cases in Utah, two in Washington and one in Mexico. Some of the people infected were nowhere near Disneyland in December, suggesting that those infected in the park have begun infecting others. Most of those infected were “under-immunized,” which can mean they have been vaccinated against some illnesses but not others, or have not had all the recommended doses of a vaccine for their age. "
5c889b0640d36ff070c091ed,"The Fight Over Vaccines and Autism, Continued",https://www.nytimes.com/2011/11/18/movies/the-greater-good-review.html,2011/11/17,"If the title of your documentary is “The Greater Good,” shouldn’t you at least define what that is? Apparently not, as this emotionally manipulative, heavily partial look at the purported link between autism and childhood immunization would much rather wallow in the distress of specific families than engage with the needs of the population at large."
5c889a1840d36ff070c05afe,Vaccine Cleared Again as Autism Culprit,https://www.nytimes.com/2011/08/26/health/26vaccine.html,2011/08/25,"Yet another panel of scientists has found no evidence that a popular vaccine causes autism. But despite the scientists’ best efforts, their report is unlikely to have any impact on the frustrating debate about the safety of these crucial medicines."
5c88355140d36ff070abd0dc,The Minimal Risks of Vaccines,https://well.blogs.nytimes.com/2011/08/26/looking-at-the-risks-of-vaccines/,2011/08/26,"In a new report, a panel of scientists assembled by the Institute of Medicine reviewed the risks of some of the most common vaccines. The panel found no evidence that a popular vaccine causes autism, a subject that has ignited debate for years. But it did find that the chickenpox vaccine carries some potential for side effects that can crop up years after the shot is administered. "
5c88364540d36ff070ac1878,Are Your Children at Risk From Vaccine Exemptions?,https://parenting.blogs.nytimes.com/2011/11/29/are-your-kids-at-risk-from-vaccine-exemptions/,2011/11/29,"Vaccine refusal rates are going up. The Associated Press reports a rise in the number of parents in many states who either don’t vaccinate their children or who limit vaccinations. In eight states, including Washington and Colorado, more than 1 in 20 kindergartners attending public school haven’t had all of the shots that are “required” for school attendance, with many choosing to skip shots for philosophical reasons."
5c88970140d36ff070bfc38e,Autism Research,https://www.nytimes.com/2011/01/25/opinion/l25autism.html,2011/01/25,To the Editor:
5c889a2640d36ff070c05df7,Safety Report on Vaccines,https://www.nytimes.com/2011/08/31/opinion/safety-report-on-vaccines.html,2011/08/31,"A comprehensive evaluation of eight common childhood vaccines has found that any adverse effects from vaccines are very rare or very minor. The report, issued last week by a panel of experts assembled by the Institute of Medicine, said there is no evidence that childhood vaccines cause autism, diabetes, facial palsy or episodes of asthma, as some people fear."
5c88981f40d36ff070bff643,The Crash and Burn of an Autism Guru,https://www.nytimes.com/2011/04/24/magazine/mag-24Autism-t.html,2011/04/21,"As people streamed into Graceview Baptist Church in Tomball, Tex., early one Saturday morning in January, two armed guards stood prominently just inside the doorway of the sanctuary. Their eyes scanned the room and returned with some frequency to a man sitting near the aisle, whom they had been hired to protect."
5c8835a440d36ff070abea61,An Unnecessary Measles Outbreak,https://parenting.blogs.nytimes.com/2011/10/25/an-unnecessary-measles-outbreak/,2011/10/25,"In a typical year, the Centers for Disease Control sees 60 to 70 cases of measles. As of Oct. 14, it had tracked 214 cases — the worst figure in 15 years. "
5c8834af40d36ff070aba0ea,Autism’s Unrepentant Guru,https://parenting.blogs.nytimes.com/2011/04/21/autisms-unrepentant-guru/,2011/04/21,"Logically, a scientist whose work had been so soundly rejected by the medical establishment would fade quietly away. Not Andrew Wakefield."
5c889b6a40d36ff070c0aa63,"For the Herd’s Sake, Vaccinate",https://www.nytimes.com/2011/12/28/opinion/for-the-herds-sake-vaccinate.html,2011/12/28,"West Hartford, Conn."
5c8884af40d36ff070bc282e,A Puzzling Autism Case,https://www.nytimes.com/2008/03/11/opinion/11tue3.html,2008/03/11,"The federal government’s concession that vaccines may have triggered brain deterioration with symptoms like autism in a young girl is sure to exacerbate concerns among parents worried about immunizations. It is imperative that the court for vaccine compensation unseal documents involved in this unusual case so that experts, families and their doctors can better understand exactly how Hannah Poling, now 9 years old, came to be harmed after receiving a battery of shots when she was a toddler."
5c88848c40d36ff070bc2214,Into the Fray Over the Cause of Autism,https://www.nytimes.com/2008/03/04/us/politics/04autism.html,2008/03/04,"“It’s indisputable that autism is on the rise among children,” Senator John McCain said while campaigning recently in Texas. “The question is, What’s causing it? And we go back and forth, and there’s strong evidence that indicates that it’s got to do with a preservative in vaccines.”"
5c8847ec40d36ff070b04472,Will a 9-Year-Old Change the Vaccine Debate?,https://well.blogs.nytimes.com/2008/04/12/will-a-9-year-old-change-the-vaccine-debate/,2008/04/12,"There’s no question that the case of 9-year-old Hannah Poling of Athens, Ga., has fueled the controversy about childhood vaccines. But what’s less clear is whether it will help unlock the mysteries of autism."
5c88497e40d36ff070b0929f,The Well Podcast: Talking About Autism,https://well.blogs.nytimes.com/2008/04/17/the-well-podcast-talking-about-autism/,2008/04/17,"Lately, the busiest post on the Well blog is about Hannah Poling, a 9-year-old girl at the center of a new controversy about autism and vaccines."
5c88850140d36ff070bc3842,Inoculated Against Facts,https://www.nytimes.com/2008/03/31/opinion/31offit.html,2008/03/31,Philadelphia
5c88311140d36ff070aa950e,McCain enters the fray over autism,https://www.nytimes.com/2008/03/04/world/americas/04iht-04autism.10679659.html,2008/03/04,"""It's indisputable that autism is on the rise among children,"" Senator John McCain said while campaigning recently in Texas. ""The question is, What's causing it? And we go back and forth, and there's strong evidence that indicates that it's got to do with a preservative in vaccines."""
5c883ae840d36ff070ad4a94,"A Multitude of Vaccine Benefits, Yet Controversy Persists",https://www.nytimes.com/ref/health/healthguide/esn-vaccinations-ess.html,2008/03/29,"Public health experts generally agree that after clean water and flush toilets, the most important health advances in history have been vaccinations."
5c88310e40d36ff070aa94a7,McCain steps into debate over cause of autism,https://www.nytimes.com/2008/03/04/world/americas/04iht-04cndautism.10672261.html,2008/03/04,"""It's indisputable that autism is on the rise among children,"" Senator John McCain said while campaigning recently in Texas. ""The question is what's causing it. And we go back and forth and there's strong evidence that indicates that it's got to do with a preservative in vaccines."""
5c88310e40d36ff070aa9487,McCain steps into debate over cause of autism,https://www.nytimes.com/2008/03/04/world/americas/04iht-03cndautism.10672261.html,2008/03/04,"""It's indisputable that autism is on the rise among children,"" Senator John McCain said while campaigning recently in Texas. ""The question is what's causing it. And we go back and forth and there's strong evidence that indicates that it's got to do with a preservative in vaccines."""
5c88848a40d36ff070bc21d6,McCain Steps Into Debate Over Cause of Autism,https://www.nytimes.com/2008/03/03/us/politics/03cnd-autism.html,2008/03/03,"“It’s indisputable that autism is on the rise among children,” Senator John McCain said while campaigning recently in Texas. “The question is what’s causing it. And we go back and forth and there’s strong evidence that indicates that it’s got to do with a preservative in vaccines.”"
5c8875c140d36ff070b96b1f,"Anti-Vaccine Film, Pulled From Tribeca Film Festival, Draws Crowd at Showing",https://www.nytimes.com/2016/04/02/nyregion/anti-vaccine-film-pulled-from-tribeca-film-festival-draws-crowd-at-showing.html,2016/04/02,"A roiling controversy over the truthfulness and intent of a documentary about the widely debunked link between vaccines and autism did not keep theatergoers away from its premiere on Friday. Several dozen people (and more than a handful of reporters) arrived for the first showing of “Vaxxed: From Cover-Up to Catastrophe” at the Angelika Film Center in Manhattan, along with a producer and co-writer of the film, and some of its distributors."
5c886dcb40d36ff070b7cb0b,"‘In a Different Key: The Story of Autism,’ by John Donvan and Caren Zucker",https://www.nytimes.com/2016/01/31/books/review/in-a-different-key-the-story-of-autism-by-john-donvan-and-caren-zucker.html,2016/01/26,"Through history, the commandment to act with empathy has been more honored in the breach than in the observance. In their new book, John Donvan and Caren Zucker chart America’s path to recognizing autism as part of the human condition, making a case that the arts as well as advocacy have been central to the process. The authors come from the world of television news — Donvan is a correspondent for ABC, and Zucker is a journalist and producer — and their book is crafted like a tightly edited news special: The prose is vivid, the tempo rapid and the perspective intimate, as if each character has been filmed with a hand-held camera. They depict history through biography, recounting the stories of individuals with autism and their families, physicians and psychologists — focusing on those who challenged traditional concepts of cognitive and behavioral debility and led the way to broader acceptance of autism."
5c88484740d36ff070b056ab,The Underused HPV Vaccine,https://well.blogs.nytimes.com/2016/08/22/the-underused-hpv-vaccine/,2016/08/22,"You’d think that when parents are told of a vaccine that could prevent future cancers in their children, they’d leap at the chance to protect them. Alas, that is hardly the case for a vaccine that prevents infections with cancer-causing human papillomavirus, or HPV. The vaccine, best given at age 11 to 12, is currently the most underutilized immunization available for children."
5c88637740d36ff070b5d17e,Robert De Niro Defends Screening of Anti-Vaccine Film at Tribeca Festival,https://www.nytimes.com/2016/03/26/health/vaccines-autism-robert-de-niro-tribeca-film-festival-andrew-wakefield-vaxxed.html,2016/03/26,"In a decision that has dredged up the widely debunked link between vaccines and autism, the Tribeca Film Festival plans to screen a film by a discredited former doctor whose research caused widespread alarm about the issue."
5c885d7940d36ff070b4e73d,"Johnson, Stein and McMullin, Third-Party Candidates, Make Final Push for ‘Protest’ Vote",https://www.nytimes.com/2016/11/09/us/politics/evan-mcmullin-gary-johnson-jill-stein-third-party.html,2016/11/08,“The other candidates.”
5c8875c140d36ff070b96b1e,"Pulled From Festival, Anti-Vaccination Film Will Run in Theater",https://www.nytimes.com/2016/03/31/movies/pulled-from-tribeca-film-festival-vaccination-film-vaxxed-will-run-in-theater.html,2016/03/30,"A documentary about the widely discredited link between autism and vaccines, which was pulled from the Tribeca Film Festival, will now be released in a New York City theater on Friday, its distributors have said."
5c886a7140d36ff070b71ca4,Robert De Niro Pulls Anti-Vaccine Documentary From Tribeca Film Festival,https://www.nytimes.com/2016/03/27/movies/robert-de-niro-pulls-anti-vaccine-documentary-from-tribeca-film-festival.html,2016/03/27,"Facing a storm of criticism over its plan to show a documentary about the widely debunked link between vaccines and autism, the Tribeca Film Festival on Saturday pulled the film from its schedule next month."
5c88634e40d36ff070b5cc08,"Even as He Rises, Donald Trump Entertains Conspiracy Theories",https://www.nytimes.com/2016/03/01/us/politics/donald-trump-conspiracy-theories.html,2016/02/29,"It was a question that most major presidential candidates would have quickly dismissed as absurd, even offensive: What do you make of these theories that Justice Antonin Scalia was murdered?"
5c885bcb40d36ff070b4a43a,Documentary Film Festivals Feel Push on Accuracy,https://www.nytimes.com/2016/04/06/movies/documentary-film-festivals-feel-push-on-accuracy.html,2016/04/05,"Doctors and other public health professionals may be relieved that the controversial documentary “Vaxxed,” about the long-discredited link between autism and vaccines, was yanked from the Tribeca Film Festival. But its expulsion has also highlighted consternation among other festival organizers, who have been feeling the burden of extra scrutiny. As documentarians multiply, pointing their cameras at ever more esoteric, provocative and sometimes contentious stories, there is increasing pressure on programmers to act not just as quality control but also perhaps as judges of fairness and accuracy. Especially since the films themselves are more picked apart."
5c885c2940d36ff070b4b235,Donald Trump and Conspiracy Theories: A Signal From 2011,https://www.nytimes.com/2016/05/19/upshot/donald-trump-and-conspiracy-theories-what-a-poll-in-2011-signaled.html,2016/05/18,"Donald Trump loves to talk about polls, but there’s one that you probably haven’t heard about and that he doesn’t boast about."
5c88a25440d36ff070c22223,Welcome to the Age of Denial,https://www.nytimes.com/2013/08/22/opinion/welcome-to-the-age-of-denial.html,2013/08/22,"ROCHESTER — IN 1982, polls showed that 44 percent of Americans believed God had created human beings in their present form. Thirty years later, the fraction of the population who are creationists is 46 percent. "
5c88a05040d36ff070c1b697,Invitation to a Dialogue: Dismissing Science,https://www.nytimes.com/2013/03/06/opinion/invitation-to-a-dialogue-dismissing-science.html,2013/03/05,To the Editor:
5c88a11040d36ff070c1dbca,Bad News for Baby,https://www.nytimes.com/2013/05/12/books/review/the-business-of-baby-by-jennifer-margulis.html,2013/05/10,"Americans, you may have noticed, live in a capitalist society. In practical terms, this means someone is often trying to sell us something. John Updike saw a kind of glory in this: “America is a vast conspiracy to make you happy,” he wrote. Jennifer Margulis sees a vast conspiracy too, only its purpose is to make you miserable, sick and quite possibly dead, especially if you are a pregnant woman or a new mother."
5c8839ee40d36ff070ad1114,The Dangers of Pseudoscience,https://opinionator.blogs.nytimes.com/2013/10/10/the-dangers-of-pseudoscience/,2013/10/11,"Philosophers of science have been preoccupied for a while with what they call the “demarcation problem,” the issue of what separates good science from bad science and pseudoscience (and everything in between). The problem is relevant for at least three reasons."
5c88a05c40d36ff070c1b8fa,Sunday Dialogue: Science and Politics,https://www.nytimes.com/2013/03/10/opinion/sunday/sunday-dialogue-science-and-politics.html,2013/03/09,Is anti-science sentiment threatening public health policy?
5c8abba540d36ff070764b83,Drug Companies and the Homeland,https://www.nytimes.com/2002/11/27/opinion/drug-companies-and-the-homeland.html,2002/11/27, To the Editor: 
5c8abe2240d36ff07076e4dc,Drug Companies And the Homeland,https://www.nytimes.com/2002/11/27/opinion/l-drug-companies-and-the-homeland-119113.html,2002/11/27,To the Editor:
5c8ac05040d36ff0707776f8,Corrections,https://www.nytimes.com/2002/11/15/nyregion/c-corrections-929336.html,2002/11/15,"An article and a subheading in The Times Magazine on Sunday about the possibility of a link between brain development in children and thimerosal, a preservative formerly used in vaccines, misstated the views of Dr. Neal Halsey, a Johns Hopkins researcher. Dr. Halsey says that when he described thimerosal injury as a possibility that ''must be addressed,'' he was referring to developmental delay, not to autism. Thus the subheading -- under the title ''The Not-So-Crackpot Autism Theory'' -- erred in saying of a possible autism link that Dr. Halsey ''thinks it's an issue worth investigating.''"
5c8abb6440d36ff070763c93,A Capitol Hill Mystery: Who Aided Drug Maker?,https://www.nytimes.com/2002/11/29/us/a-capitol-hill-mystery-who-aided-drug-maker.html,2002/11/29,"Lobbyists for Eli Lilly & Company, the pharmaceutical giant, did not have much luck when they made the rounds on Capitol Hill earlier this year, seeking protection from lawsuits over a preservative in vaccines. Senator Bill Frist, Republican of Tennessee, tucked a provision into a bill that went nowhere. When lawmakers rebuffed a request to slip language into domestic security legislation, a Lilly spokesman said, the company gave up."
5c8abe2f40d36ff07076e87c,Whose Hands Are Dirty?,https://www.nytimes.com/2002/11/25/opinion/whose-hands-are-dirty.html,2002/11/25,Thimerosal is a preservative that contains mercury and was used for many years as an additive in some routinely administered children's vaccines.
5c8abe6640d36ff07076f850,When Parents Say No to Child Vaccinations,https://www.nytimes.com/2002/11/30/us/when-parents-say-no-to-child-vaccinations.html,2002/11/30,"Kate Packard, the school nurse here, has a nightmare she sums up in five words: ''measles coming across the water.''"
5c8abd4540d36ff07076acbb,House Passes Final Details For Creating Security Dept.,https://www.nytimes.com/2002/11/23/us/house-passes-final-details-for-creating-security-dept.html,2002/11/23,"The House gaveled itself and the 107th Congress to conclusion today, approving the details of a Homeland Security Department in a final round of dispute over special-interest provisions and assistance to the unemployed."
5c8ac26340d36ff07077fe17,Letters,https://www.nytimes.com/2002/12/08/magazine/letters.html,2002/12/08, Children were front and center in the mail. Some readers debated the wisdom of prescribing drugs to toddlers; others warned of the possible side-effects of vaccinations. Even an article on abusive relationships moved readers to assert that children must not be caught in the crossfire. 
5c8ac02b40d36ff070776d16,Corrections,https://www.nytimes.com/2002/11/15/pageoneplus/corrections.html,2002/11/15," An article yesterday about Bill Gates's visit to Bangalore, India's technology capital, misstated the monthly take-home pay of a software developer, Srinivasan Iyer, who described his family as ""middle class — not one dollar more, not one dollar less."" It is almost $300, not almost $3,000. "
5c8abe4640d36ff07076ef83,Britain Tries To Quell Fear Over Vaccine For Children,https://www.nytimes.com/2002/02/11/world/britain-tries-to-quell-fear-over-vaccine-for-children.html,2002/02/11,"The British government is struggling to quell fears about a common childhood vaccine that increasing numbers of parents believe may be linked to autism, despite strong official assurances to the contrary."
5c88575540d36ff070b3e839,Reckless Rejection of the Measles Vaccine,https://www.nytimes.com/2015/02/03/opinion/reckless-rejection-of-the-measles-vaccine.html,2015/02/03,It is bad enough that many misguided parents are endangering their own children by refusing to let them be vaccinated against measles and other contagious diseases. But it is shockingly irresponsible of them to put other children and adults at risk of catching measles from their unvaccinated children.
5c88620e40d36ff070b5a386,Measles Outbreak Proves Delicate Issue to G.O.P. Field,https://www.nytimes.com/2015/02/03/us/politics/measles-proves-delicate-issue-to-gop-field.html,2015/02/03,"WASHINGTON — The politics of medicine, morality and free will have collided in an emotional debate over vaccines and the government’s place in requiring them, posing a challenge for Republicans who find themselves in the familiar but uncomfortable position of reconciling modern science with the skepticism of their core conservative voters."
5c88576a40d36ff070b3eba6,Refuse to Vaccinate? Little Religious Ground to Stand On,https://www.nytimes.com/2015/02/15/nyregion/refuse-to-vaccinate-little-religious-ground-to-stand-on.html,2015/02/13,"Earlier this month, a bill surfaced in the New York State Legislature proposing that parents be permitted to reject vaccinations for their children simply because they opposed them philosophically, as one might oppose Oreos or the Disney Channel. The bill had emerged before and gone nowhere; in the unlikely event that it was enacted, it would give parents even greater leeway to reject science for children who were ostensibly in school to gain an understanding of it."
5c8862e440d36ff070b5bf0c,"With Ben Carson, the Doctor and the Politician Can Vary Sharply",https://www.nytimes.com/2015/11/23/us/politics/with-ben-carson-the-doctor-and-the-politician-can-vary-sharply.html,2015/11/22,"When he was not in the operating room at Johns Hopkins Hospital, performing one of his 400 surgeries a year, Dr. Ben Carson could often be seen walking slowly through the hallways, hands behind his back, nodding, smiling and speaking softly to co-workers and students who approached."
5c88588040d36ff070b41c7f,What’s Behind Big Science Frauds?,https://www.nytimes.com/2015/05/23/opinion/whats-behind-big-science-frauds.html,2015/05/23,"IN December, Science published a paper claiming that people could change their minds about same-sex marriage after talking for just 20 minutes with a gay person. It seemed too good to be true — and it was. "
5c8843fb40d36ff070af5da1,"Today in Politics: A New Scrum Offers a Chance to Build Upon, or Forget, What Happened in the Old",https://www.nytimes.com/politics/first-draft/2015/09/18/today-in-politics-a-new-scrum-offers-a-chance-to-build-upon-or-forget-what-happened-in-the-old/,2015/09/18,"Good Friday morning. The debate is over and the 11 main-stage candidates have left one another’s company to do their spinning, to tweak their messages and to converge on another stage on the other side of the country."
5c88589c40d36ff070b420d9,"Corrections: June 2, 2015",https://www.nytimes.com/2015/06/02/pageoneplus/corrections-june-2-2015.html,2015/06/02,NEW YORK
5c8859d140d36ff070b452c6,Crazy Talk at the Republican Debate,https://www.nytimes.com/2015/09/18/opinion/crazy-talk-at-the-republican-debate.html,2015/09/17,Eleven presidential candidates had three prime-time hours on the national stage on Wednesday to tell the American people why they should lead the country.
5c88629140d36ff070b5b529,"At Debate, Republicans Talk the Talk",https://www.nytimes.com/2015/09/17/opinion/gail-collins-at-debate-republicans-talk-the-talk.html,2015/09/17,"Our national attention span is … short. The Republican presidential primary debate on Wednesday was … long. Really, if you throw in the earlier loser debate, it was the longest ever. "
5c885a5340d36ff070b46881,In Defense of ‘Gotcha’ Questions,https://www.nytimes.com/2015/11/09/opinion/campaign-stops/in-defense-of-gotcha-questions.html,2015/11/09,"Politics is the reality show that affects us all. How big will the audience be for Tuesday’s Republican debate in Milwaukee, this time featuring only eight candidates in the prime-time event?"
5c8881a640d36ff070bb9740,"Vaccine Compound Is Harmless, Study Says, as Autism Debate Rages",https://www.nytimes.com/2007/09/27/health/27vaccine.html,2007/09/27,Yet another study has found that a controversial vaccine preservative appears to be harmless. But the study is unlikely to end the increasingly charged debate about vaccine safety.
5c88803340d36ff070bb4f0f,Vaccines and Autism (2 Letters),https://www.nytimes.com/2007/07/06/opinion/l06autism.html,2007/07/06,To the Editor:
5c88800340d36ff070bb446a,Autism in the Vaccine Court,https://www.nytimes.com/2007/06/24/opinion/24sun2.html,2007/06/24," A federal vaccine court in Washington is confronting the contentious and highly emotional issue of whether early childhood vaccinations might have caused autism in thousands of children. Virtually every major scientific study and organization that has weighed in on the issue has seen no link. But many parents of afflicted children remain unconvinced. Their lawyers will try to prove that some 4,800 children were harmed by the mass vaccination campaigns that protect the nation’s youngsters from potentially devastating childhood illnesses. "
5c88305540d36ff070aa6099,"Vaccine preservative at center of autism debate is harmless, study finds",https://www.nytimes.com/2007/09/27/health/27iht-autism.1.7655782.html,2007/09/27,Yet another study has found that a controversial vaccine preservative appears to be harmless. But the study is unlikely to end the increasingly charged debate about vaccine safety.
5c887fff40d36ff070bb438b,Autism: What Research Is Needed? (7 Letters),https://www.nytimes.com/2007/06/25/opinion/l25autism.html,2007/06/25,To the Editor:
5c88833040d36ff070bbe2f2,Some Parents Seek Options to Vaccine Orders,https://www.nytimes.com/2007/12/23/nyregion/nyregionspecial2/23vaccinesnj.html,2007/12/23,"CONCERNED about possible side effects of vaccines and an ingredient they contain, some New Jersey parents are investigating ways to opt out of the shots, four more of which will be required of public school students beginning next fall."
5c88830340d36ff070bbdaa2,Flu Shots for Children Grow Near in New Jersey,https://www.nytimes.com/2007/12/11/nyregion/11vaccine.html,2007/12/11,"TRENTON, Dec. 10  Despite opposition from numerous parents and children’s rights advocates, a public health advisory panel voted on Monday to require all children in New Jersey who attend preschool or are in day care to get annual flu vaccinations. "
5c88828440d36ff070bbc31f,Study Indicates Benefit of Vaccines,https://www.nytimes.com/2007/11/13/health/13cnd-vaccine.html,2007/11/13,"Death rates for 13 diseases that can be prevented by childhood vaccinations are at all-time lows in the United States, according to a study released yesterday."
5c88828740d36ff070bbc384,Sharp Drop Seen in Deaths From Ills Fought by Vaccine,https://www.nytimes.com/2007/11/14/health/14vaccine.html,2007/11/14,"Death rates for 13 diseases that can be prevented by childhood vaccinations are at all-time lows in the United States, according to a study released yesterday."
5c887fce40d36ff070bb39b9,Opening Statements in Case on Autism and Vaccinations,https://www.nytimes.com/2007/06/12/us/12vaccine.html,2007/06/12,"WASHINGTON, June 11 — Lawyers began arguments on Monday in the first of several test cases that may help decide whether the government should pay millions of dollars to parents of autistic children."
5c887fe940d36ff070bb3f37,Autism Debate Strains a Family and Its Charity,https://www.nytimes.com/2007/06/18/us/18autism.html,2007/06/18,"A year after their grandson Christian received a diagnosis of autism in 2004, Bob Wright, then chairman of NBC/Universal, and his wife, Suzanne, founded Autism Speaks, a mega-charity dedicated to curing the dreaded neurological disorder that affects one of every 150 children in America today."
5c882fe040d36ff070aa40b7,Autism creates a rift in a family and its large-scale charity,https://www.nytimes.com/2007/06/18/health/18iht-autism.1.6184479.html,2007/06/19,"A year after their grandson Christian was diagnosed with autism in 2004, Bob Wright, the chairman of NBC Universal, and his wife, Suzanne, founded Autism Speaks, a charity dedicated to curing the neurological disorder that afflicts 1 of every 150 children in the United States."
5c882fde40d36ff070aa403a,Debate over cause of autism strains a family and its charity,https://www.nytimes.com/2007/06/18/world/americas/18iht-18autism.6181702.html,2007/06/18,"A year after their grandson Christian received a diagnosis of autism in 2004, Bob Wright, then chairman of NBC/Universal, and his wife, Suzanne, founded Autism Speaks, a mega-charity dedicated to curing the dreaded neurological disorder that affects one of every 150 children in America today."
5c88816540d36ff070bb8a33,"Out of Adversity, an Opportunity",https://www.nytimes.com/2007/09/13/business/smallbusiness/13hunt.html,2007/09/13," As his mother tells it, Cade Larson was a lively 15-month-old who loved playing peekaboo and chase with other children and was quickly adding to his vocabulary of more than 50 words, including “fish,” “bowl” and “shoe.”"
5c88800f40d36ff070bb46da,Correction,https://www.nytimes.com/2007/06/27/opinion/27editorialcxn.html,2007/06/27,"An editorial on Sunday about an autism court case said incorrectly that the vaccine for mumps, measles and rubella contained a mercury preservative. The preservative, thimerasol, was in other vaccines involved in the hearings."
5c887fc540d36ff070bb381c,A Spectrum of Disputes,https://www.nytimes.com/2007/06/11/opinion/11shattuck.html,2007/06/11,"Madison, Wis."
5c8830b540d36ff070aa7b63,"Hunting the Taliban, finding sick children by the score",https://www.nytimes.com/2007/12/10/world/asia/10iht-kabul.4.8675962.html,2007/12/10,"KARAWADDIN, Afghanistan — The Afghan boy crouched near a wall in this remote village. His pupils were coated by an opaque yellow sheath."
5c88830740d36ff070bbdb4a,"On Taliban Turf, Long Lines of Ailing Children",https://www.nytimes.com/2007/12/12/world/asia/12afghan.html,2007/12/12,"KARAWADDIN, Afghanistan  The Afghan boy crouched near a wall in this remote village, where the Taliban’s strength has prevented the government from providing services. His eyes were coated by an opaque yellow sheath. "
5c887d4d40d36ff070bac310,For the Good of the Herd,https://www.nytimes.com/2007/01/25/opinion/25allen.html,2007/01/25,Washington
5c88801040d36ff070bb4734,Corrections: For the Record,https://www.nytimes.com/2007/06/27/pageoneplus/corrections.html,2007/06/27,"An article yesterday about North Korea’s pledge to shut down its main nuclear plant misstated the plant’s location relative to Pyongyang, the capital. The plant, in Yongbyon, is about 60 miles north of Pyongyang, not south. (Go to Article)"
5c8859d640d36ff070b4535c,Notes on the Republican Campaign,https://www.nytimes.com/2015/09/22/opinion/notes-on-the-republican-campaign.html,2015/09/22,To the Editor:
5c88591040d36ff070b43235,California’s Tough Vaccination Law,https://www.nytimes.com/2015/07/13/opinion/californias-tough-vaccination-law.html,2015/07/13,California sets a smart example for the nation by passing tough new laws that will require the vast majority of children in day care or kindergarten to be vaccinated against a slew of infectious diseases next year. The state will no longer grant exemptions based on a parent’s religious convictions or “personal belief” that vaccines might be harmful. It will only allow exemptions for children with medical conditions that make vaccination unsafe. This public health policy ought to be adopted by all states.
5c88576040d36ff070b3e9a9,Another Outbreak of ‘False Balance’?,https://www.nytimes.com/2015/02/08/opinion/sunday/another-outbreak-of-false-balance.html,2015/02/07,"ON the list of journalistic subjects that New York Times readers care about most, false balance is surely in the top 10. It may even be in the top three, right after fairness and accuracy."
5c88629040d36ff070b5b4f8,"Review: In Republican Debate, CNN Throws Candidates Into Ring",https://www.nytimes.com/2015/09/17/arts/television/review-in-republican-debate-cnn-throws-candidates-into-ring.html,2015/09/17,CNN came to the second Republican primary debate looking for a fight.
5c885a0740d36ff070b45abf,Oregon Killer’s Mother Wrote of Troubled Son and Gun Rights,https://www.nytimes.com/2015/10/06/us/mother-of-oregon-gunman-wrote-of-keeping-firearms.html,2015/10/05,"ROSEBURG, Ore. — When a downstairs neighbor of Laurel Harper learned there was a gunman on the loose at Umpqua Community College here, he ran up to tell her, knowing that her son, Christopher Harper-Mercer, was a student there. Like other parents, Ms. Harper started to set out in a desperate search, fearing her son could be hurt."
5c88575140d36ff070b3e780,Vaccine Critics Turn Defensive Over Measles ,https://www.nytimes.com/2015/01/31/us/vaccine-critics-turn-defensive-over-measles.html,2015/01/31,"HUNTINGTON BEACH, Calif. — Their children have been sent home from school. Their families are barred from birthday parties and neighborhood play dates. Online, people call them negligent and criminal. And as officials in 14 states grapple to contain a spreading measles outbreak that began near here at Disneyland, the parents at the heart of America’s anti-vaccine movement are being blamed for incubating an otherwise preventable public-health crisis."
